stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
12870,21113,שד. שבעת הכוכבים/דרך משה דיין,כתובת:שדרות שבעת הכוכבים  הרצליה,32.160281,34.814131
12871,21114,גורי,כתובת:שדרות ישראל גורי 49 תל אביב יפו,32.045802,34.780688
12872,21115,דאנטה,כתובת:שבטי ישראל 28 תל אביב יפו,32.048235,34.756733
12873,21116,עליה/הקונגרס,כתובת:העלייה 31 תל אביב יפו,32.057888,34.773245
12874,21117,הדר/י.ל. ברוך,כתובת:הדר 21 הרצליה,32.169585,34.848577
12875,21118,בית העלמין/דרך השלום,כתובת:דרך השלום 25 תל אביב יפו,32.070375,34.801397
12876,21119,דרך השלום/תוצרת הארץ,כתובת:דרך השלום  תל אביב יפו,32.071459,34.797512
12877,21120,משמר הירדן,כתובת:משמר הירדן 12 גבעתיים,32.061892,34.813765
12878,21123,עיריית ת''א/אבן גבירול,כתובת:אבן גבירול 88 תל אביב יפו,32.082495,34.781374
12879,21125,ערבי נחל/בורוכוב,כתובת:ערבי נחל 15 גבעתיים,32.078241,34.801184
12880,21126,ערבי נחל/בורוכוב,כתובת:ערבי נחל 20 תל אביב יפו,32.078370,34.800780
12881,21127,אבן גבירול/פנקס,כתובת:אבן גבירול 154 תל אביב יפו,32.089777,34.782684
12882,21128,אבן גבירול/שד' נורדאו,כתובת:אבן גבירול 155 תל אביב יפו,32.091207,34.782838
12883,21129,בן גוריון/חברון,כתובת:בן גוריון 9 הרצליה,32.165719,34.842688
12884,21132,אלוף שדה/כביש 4,כתובת:אלוף שדה  רמת גן,32.057285,34.832922
12885,21133,דרך השלום/דרך הטייסים,כתובת:דרך השלום  תל אביב יפו,32.061733,34.804812
12886,21134,דרך השלום/דרך הטייסים,כתובת:דרך השלום 98 תל אביב יפו,32.062138,34.804341
12887,21136,רבנות ת''א/שד' דוד המלך,כתובת:שדרות דוד המלך 24 תל אביב יפו,32.080079,34.784517
12888,21137,ויצמן/ריינס,כתובת:וייצמן 67 גבעתיים,32.067860,34.808547
12889,21139,רכבת מרכז/על פרשת דרכים,כתובת:על פרשת דרכים  תל אביב יפו,32.082418,34.795412
12890,21140,רכבת מרכז/על פרשת דרכים,כתובת:על פרשת דרכים  תל אביב יפו,32.082160,34.795552
12891,21141,ויצמן/רמב''ם,כתובת:וייצמן 50 גבעתיים,32.069971,34.808536
12892,21149,קניון ארנה,כתובת:השונית 2 הרצליה,32.163896,34.798048
12893,21150,לונדון מיניסטור/שד' שאול המלך,כתובת:שדרות שאול המלך 9 תל אביב יפו,32.075618,34.782896
12894,21155,ארלוזורוב/שלמה המלך,כתובת:ארלוזורוב 53 תל אביב יפו,32.085997,34.778779
12895,21156,ארלוזורוב/שלמה המלך,כתובת:ארלוזורוב 86 תל אביב יפו,32.085650,34.780231
12896,21157,אבן גבירול/ארלוזרוב,כתובת:אבן גבירול 101 תל אביב יפו,32.086183,34.781883
12897,21158,אבן גבירול/ארלוזרוב,כתובת:אבן גבירול 120 תל אביב יפו,32.086069,34.781973
12898,21161,דרך ז'בוטינסקי/אהרונוביץ,כתובת:דרך זאב ז'בוטינסקי 174 בני ברק,32.092606,34.840307
12899,21163,מרכז הספורט/בכור שטרית,כתובת:בכור שלום שטרית 16 תל אביב יפו,32.105959,34.820150
12900,21165,בן גוריון/ מגדלי קונקורד,כתובת:דרך בן גוריון 11 בני ברק,32.094070,34.822153
12901,21168,ז'בוטינסקי/ אהרונוביץ,כתובת:דרך זאב ז'בוטינסקי 107 בני ברק,32.092763,34.838000
12902,21172,אינשטיין/חיים לבנון,כתובת:איינשטיין 77 תל אביב יפו,32.113341,34.800992
12903,21173,ביה''ח איכילוב/ויצמן,כתובת:וייצמן 9 תל אביב יפו,32.080089,34.788610
12904,21179,אלנבי/יהודה הלוי,כתובת:אלנבי 119 תל אביב יפו,32.061538,34.773608
12905,21181,דרך הטייסים/דרך חיים בר-לב,כתובת:דרך הטייסים  רמת גן,32.045488,34.813564
12906,21182,הירדן/ אצ''ל,כתובת:הירדן 36 רמת גן,32.066682,34.828429
12907,21185,חטיבת בן גוריון,כתובת:הרב קוק 78 הרצליה,32.163162,34.829723
12908,21186,קהילות יעקב/י.צ.רימון,כתובת:קהילות יעקב 68 בני ברק,32.071641,34.838511
12909,21187,בירנבוים/נחל שורק,כתובת:ד''ר בירנבוים 3 בני ברק,32.073107,34.841719
12910,21188,דרך נמיר/יהודה המכבי,כתובת:דרך נמיר 127 תל אביב יפו,32.095393,34.794223
12911,21189,הבורסה/דרך ז'בוטינסקי,כתובת:דרך זאב ז'בוטינסקי 3 רמת גן,32.082964,34.802228
12912,21190,אורט סינגלובסקי/דרך הטייסים,כתובת:דרך הטייסים  תל אביב יפו,32.058529,34.804049
12913,21191,זבוטינסקי /ארג,כתובת:בנימין מינץ 11 בני ברק,32.091153,34.826132
12914,21192,פרישמן/שלמה המלך,כתובת:פרישמן 78 תל אביב יפו,32.079596,34.777869
12915,21194,דרך משה דיין/ההגנה,כתובת:דרך משה דיין 41 תל אביב יפו,32.052453,34.799915
12916,21195,דרך ז'בוטינסקי/החשמונאים,כתובת:דרך זאב ז'בוטינסקי 44 רמת גן,32.084570,34.809590
12917,21196,ביאליק/מבוא הרימון,כתובת:ביאליק 100 רמת גן,32.086836,34.808103
12918,21197,ביאליק/תובל,כתובת:ביאליק 125 רמת גן,32.088384,34.803726
12919,21198,יציאה לכביש 4,כתובת:דרך זאב ז'בוטינסקי 186 בני ברק,32.092449,34.842741
12920,21199,קניון רמת אביב/ברודצקי,כתובת:ברודצקי 68 תל אביב יפו,32.112317,34.797844
12921,21201,ב.המעצר/אבו-כביר,כתובת:תל גיבורים 6 תל אביב יפו,32.042448,34.770405
12922,21202,תיכון היובל,כתובת:דוד שמעוני 42 הרצליה,32.173587,34.836626
12923,21203,היכל אומנויות הבמה/ז'בוטינסקי,כתובת:ז'בוטינסקי  הרצליה,32.167539,34.828441
12924,21206,בית המשפט/ויצמן,כתובת:וייצמן  תל אביב יפו,32.078595,34.788398
12925,21209,לה גוורדיה/לוחמי גליפולי,כתובת:לה גווארדיה 52 תל אביב יפו,32.059139,34.795295
12926,21214,בית מעריב/דרך בגין,כתובת:דרך מנחם בגין 51 תל אביב יפו,32.067113,34.784983
12927,21215,ביה''ס אלומות/רדינג,כתובת:רדינג 39 תל אביב יפו,32.108474,34.794176
12928,21216,רדינג/אשר ברש,כתובת:רדינג 43 תל אביב יפו,32.109151,34.794672
12929,21218,דרך הטייסים/עודד,כתובת:דרך הטייסים 68 תל אביב יפו,32.054472,34.810880
12930,21219,בית העלמין קרית שאול/משה סנה,כתובת:משה סנה 79 תל אביב יפו,32.128087,34.828184
12931,21220,חיבת ציון/דרך בן גוריון,כתובת:חיבת ציון 11 רמת גן,32.079319,34.821277
12932,21221,גשר קלקא/דרך בגין,כתובת:דרך מנחם בגין 122 תל אביב יפו,32.071459,34.789725
12933,21223,הנדיב/ז'בוטינסקי,כתובת:ז'בוטינסקי  הרצליה,32.170958,34.829026
12934,21224,עירייה,כתובת:הנדיב 9 הרצליה,32.168219,34.840440
12935,21226,יהודה הלוי/שיינקין,כתובת:יהודה הלוי 111 תל אביב יפו,32.067062,34.779479
12936,21227,קמפוס ברושים/ד''ר ג'ורג' וייז,כתובת:ד''ר ג'ורג' וייז  תל אביב יפו,32.106598,34.802825
12937,21228,בן גוריון/ החץ,כתובת:דרך בן גוריון 111 רמת גן,32.082048,34.820612
12938,21229,בן גוריון/ הרא''ה,כתובת:דרך בן גוריון 114 רמת גן,32.083170,34.821114
12939,21230,בן גוריון/ ז'בוטינסקי,כתובת:דרך בן גוריון 23 בני ברק,32.092233,34.822488
12940,21231,דרך בן גוריון/דרך ז'בוטינסקי,כתובת:דרך בן גוריון 44 רמת גן,32.090190,34.822584
12941,21232,בן גוריון/ מגדים,כתובת:דרך בן גוריון 49 בני ברק,32.088774,34.822702
12942,21233,בן גוריון,כתובת:דרך בן גוריון 59 בני ברק,32.087730,34.822666
12943,21234,שד' קק''ל/שלמה בן יוסף,כתובת:שדרות קרן קיימת לישראל 17 תל אביב יפו,32.122034,34.798879
12944,21235,קמפוס ברושים/ד''ר ג'ורג' וייז,כתובת:ד''ר ג'ורג' וייז  תל אביב יפו,32.106537,34.802616
12945,21237,גשר מעריב/יצחק שדה,כתובת:יצחק שדה 15 תל אביב יפו,32.065592,34.785292
12946,21238,בית המשפט/ויצמן,כתובת:וייצמן 6 תל אביב יפו,32.078874,34.788528
12947,21239,אוניב.פתוחה,כתובת:קלאוזנר 16 תל אביב יפו,32.116707,34.807215
12948,21240,צ.בר אילן/גשר הולכי רגל,כתובת:יציאה למחלף אלוף שדה 0 רמת גן,32.063681,34.837056
12949,21241,יהודה הלוי/נחלת בנימין,כתובת:יהודה הלוי 29 תל אביב יפו,32.061617,34.771215
12950,21242,הירדן/ בנק הפועלים,כתובת:הירדן 29 רמת גן,32.066042,34.828421
12951,21243,החשמונאים/דרך בגין,כתובת:החשמונאים 123 תל אביב יפו,32.069379,34.786787
12952,21244,דרך בגין/הרכבת,כתובת:דרך מנחם בגין 50 תל אביב יפו,32.063534,34.780154
12953,21247,קוקה-קולה,כתובת:בר יוחאי 1 בני ברק,32.078507,34.841793
12954,21248,מקווה ישראל/יהודה הלוי,כתובת:מקווה ישראל 16 תל אביב יפו,32.062541,34.775578
12955,21249,ח.איש/נחמיה,כתובת:חזון אי''ש 50 בני ברק,32.080008,34.834318
12956,21250,ק.גלויות 87,כתובת:שדרות הר ציון 115 תל אביב יפו,32.049840,34.773609
12957,21252,העצמאות/קהילת ציון,כתובת:קהילת ציון 19 הרצליה,32.164924,34.848582
12958,21253,כנפי נשרים/נתן אלתרמן,כתובת:  הרצליה,32.174391,34.839012
12959,21254,מחלף חולון/דרך השיריון,כתובת:יציאה לדרך השיריון  תל אביב יפו,32.038982,34.779913
12960,21255,צומת הולץ,כתובת:דרך חיל השריון 0 תל אביב יפו,32.048145,34.784465
12961,21256,תחנה מרכזית תל-אביב,כתובת:תמחת קומה 6  תל אביב יפו,32.055775,34.779408
12962,21257,מחלף גבעת שמואל,כתובת:4  גבעת שמואל,32.076775,34.844252
12963,21258,גשר בר אילן/כביש 4,כתובת:יציאה למחלף בר אילן  רמת גן,32.067786,34.839886
12964,21260,יבנה/השפלה,כתובת:הנגב  רמת השרון,32.151149,34.843222
12965,21261,דיזנגוף מול 16,כתובת:דיזנגוף 16 תל אביב יפו,32.074124,34.779163
12966,21262,יפת 234,כתובת:יפת 240 תל אביב יפו,32.034803,34.747238
12967,21263,אולפנה,כתובת:העצמאות 109 הרצליה,32.165806,34.852745
12968,21264,לה גוורדיה/יגאל אלון,כתובת:לה גווארדיה 27 תל אביב יפו,32.059259,34.790542
12969,21265,דרך  בר לב/דרך הטייסים,כתובת:דרך חיים ברלב 209 תל אביב יפו,32.044913,34.811389
12970,21266,העצמאות/קהילת ציון,כתובת:העצמאות 87 הרצליה,32.164827,34.848969
12971,21267,המנהרה/המסילה,כתובת:המסילה 2 הרצליה,32.167322,34.816285
12972,21269,המסילה/שדמות,כתובת:המסילה  הרצליה,32.170608,34.817998
12973,21270,מבצע קדש/ראול ולנברג,כתובת:מבצע קדש  תל אביב יפו,32.106445,34.827518
12974,21273,שד' קק''ל/אופנהיימר,כתובת:שדרות קרן קיימת לישראל 20 תל אביב יפו,32.121657,34.800293
12975,21274,מחלף לה גוורדיה,כתובת:לה גווארדיה  תל אביב יפו,32.059383,34.786388
12976,21275,המסילה/שדמות,כתובת:המסילה 40 הרצליה,32.174386,34.819439
12977,21276,נורדאו/דב-הוז,כתובת:דב הוז 10 הרצליה,32.176131,34.817686
12978,21277,דרך משה דיין/ההגנה,כתובת:דרך משה דיין 42 תל אביב יפו,32.051426,34.799948
12979,21280,ג. שמואל/ גשר הולכי רגל,כתובת:4  גבעת שמואל,32.082803,34.845404
12980,21281,פארק וולפסון/דרך הטייסים,כתובת:דרך הטייסים 44 תל אביב יפו,32.056408,34.806843
12981,21282,דרך הטייסים/דרך בר לב,כתובת:דרך הטייסים 124 תל אביב יפו,32.046343,34.813604
12982,21284,דרך השלום/חביבה רייק,כתובת:דרך השלום 33 גבעתיים,32.069420,34.802516
12983,21285,אלוף שדה/עודד,כתובת:אלוף שדה  רמת גן,32.058434,34.812685
12984,21286,דרך בר לב/אונטרמן,כתובת:דרך חיים ברלב 134 תל אביב יפו,32.045905,34.804130
12985,21287,דרך בר לב/שד' ששת הימים,כתובת:דרך חיים ברלב 176 תל אביב יפו,32.045188,34.808106
12986,21288,דרך לוד/4,כתובת:דרך לוד  חסר מעמד,32.039565,34.824193
12987,21289,אסותא/יגאל אלון,כתובת:יגאל אלון 98 תל אביב יפו,32.070030,34.793761
12988,21301,לה גוורדיה/הגיבור האלמוני,כתובת:לה גווארדיה 69 תל אביב יפו,32.059149,34.798725
12989,21302,ת.מ.ישנה/סלומון,כתובת:סלומון 20 תל אביב יפו,32.061076,34.779705
12990,21303,בית הדר דפנה/שד' שאול המלך,כתובת:שדרות שאול המלך  תל אביב יפו,32.077652,34.791082
12991,21305,גן התקווה/דרך ההגנה,כתובת:דרך ההגנה 104 תל אביב יפו,32.053725,34.794212
12992,21307,ביה''ס נתיב/דרך ההגנה,כתובת:דרך ההגנה 125 תל אביב יפו,32.053446,34.798837
12993,21311,גן התקווה/דרך ההגנה,כתובת:דרך ההגנה 97 תל אביב יפו,32.053751,34.793856
12994,21312,נורדאו/דב הוז,כתובת:דב הוז 10 הרצליה,32.176134,34.817650
12995,21313,המסילה/שדמות,כתובת:המסילה 67 הרצליה,32.174065,34.819356
12996,21314,המסילה/שדמות,כתובת:המסילה 31 הרצליה,32.170322,34.817849
12997,21315,השוק הסיטונאי/החשמונאים,כתובת:החשמונאים 103 תל אביב יפו,32.069506,34.784671
12998,21316,החשמונאים/יהודה הלוי,כתובת:החשמונאים 78 תל אביב יפו,32.069719,34.781780
12999,21317,יגאל אלון/לה גוורדיה,כתובת:יגאל אלון 48 תל אביב יפו,32.059699,34.792016
13000,21318,היכל נוקיה יד אליהו/יגאל אלון ד.,כתובת:יגאל אלון 47 תל אביב יפו,32.060644,34.791943
13001,21319,הירדן/ אלוף שדה,כתובת:הירדן 103 רמת גן,32.059323,34.828172
13002,21320,הירדן/ נגבה,כתובת:הירדן 6 רמת גן,32.069557,34.828657
13003,21321,הירדן/ פנחס,כתובת:הירדן 59 רמת גן,32.063848,34.828411
13004,21324,יצחק שדה/המסגר,כתובת:יצחק שדה 32 תל אביב יפו,32.065132,34.787578
13005,21327,מדינת היהודים/גלגלי פלדה,כתובת:  הרצליה,32.166122,34.810111
13006,21328,הבריגדה היהודית/כנפי נשרים,כתובת:כנפי נשרים  הרצליה,32.177301,34.839807
13007,21329,הרב יצחק ניסים/קהילות יעקב,כתובת:הרב יצחק נסים 19 בני ברק,32.073288,34.838668
13008,21330,נתן אלתרמן/דוד שמעוני,כתובת:נתן אלתרמן 21 הרצליה,32.174604,34.837320
13009,21331,וולנברג/הברזל,כתובת:הברזל 2 תל אביב יפו,32.106571,34.833947
13010,21332,וולנברג/הברזל,כתובת:ראול ולנברג 0 תל אביב יפו,32.106820,34.832803
13011,21333,וולנברג 12,כתובת:ראול ולנברג 10 תל אביב יפו,32.108674,34.835814
13012,21334,וולנברג/הנחושת,כתובת:ראול ולנברג 20 תל אביב יפו,32.110172,34.837538
13013,21335,וולנברג/הארד,כתובת:ראול ולנברג 0 תל אביב יפו,32.112162,34.839171
13014,21336,הנשיא/מדינת היהודים,כתובת:הנשיא 183 הרצליה,32.168049,34.806047
13015,21337,בית משפט/בן גוריון,כתובת:בן גוריון 27 הרצליה,32.162065,34.842615
13016,21339,הרא''ה/ שד. ירושלים,כתובת:הרא''ה 158 רמת גן,32.073636,34.824969
13017,21340,קניון ארנה,כתובת:השונית  הרצליה,32.160199,34.796564
13018,21341,הרכבת/דרך בגין,כתובת:הרכבת  תל אביב יפו,32.063572,34.778476
13019,21342,הרכבת/בני ברק,כתובת:הרכבת 56 תל אביב יפו,32.060555,34.782040
13020,21343,ירושלים/עיריית ב.ברק,כתובת:ירושלים 62 בני ברק,32.082882,34.827156
13021,21347,לוינסקי/הר ציון,כתובת:לוינסקי 84 תל אביב יפו,32.058039,34.776745
13022,21348,בן יהודה 215,כתובת:בן יהודה 221 תל אביב יפו,32.094546,34.775335
13023,21349,בן יהודה 197,כתובת:בן יהודה 199 תל אביב יפו,32.092705,34.774764
13024,21352,מחלף גלילות,כתובת:  רמת השרון,32.145926,34.807663
13025,21353,מדינת היהודים/נעמי שמר,כתובת:מדינת היהודים 83 הרצליה,32.166489,34.809477
13026,21354,דרך ז'בוטינסקי/התקווה,כתובת:דרך זאב ז'בוטינסקי 81 רמת גן,32.087403,34.812929
13027,21355,דבורה הנביאה,כתובת:  תל אביב יפו,32.113211,34.842945
13028,21356,ראול ולנברג/הנחושת,כתובת:ראול ולנברג  תל אביב יפו,32.110676,34.838051
13029,21357,ראול ולנברג/הארד,כתובת:ראול ולנברג 26 תל אביב יפו,32.112902,34.839616
13030,21358,ראול ולנברג/משמר הירדן,כתובת:ראול ולנברג  תל אביב יפו,32.106763,34.830632
13031,21359,בן יהודה/שלום עליכם,כתובת:בן יהודה 32 תל אביב יפו,32.076417,34.768159
13032,21365,דרך ז'בוטינסקי/דב גרונר,כתובת:דרך זאב ז'בוטינסקי 23 בני ברק,32.091717,34.828044
13033,21366,כיכר דיזנגוף/דיזנגוף,כתובת:דיזנגוף 91 תל אביב יפו,32.078825,34.773978
13034,21367,כיכר מסריק/פרישמן,כתובת:שדרות מסריק 17 תל אביב יפו,32.079039,34.778863
13035,21368,דרך ז'בוטינסקי/קריניצי,כתובת:דרך זאב ז'בוטינסקי 131 רמת גן,32.090099,34.819578
13036,21370,דרך ז'בוטינסקי/אבן עזרא,כתובת:דרך זאב ז'בוטינסקי 90 בני ברק,32.091526,34.831195
13037,21371,כהנמן/אשל אברהם,כתובת:הרב כהנמן 95 בני ברק,32.081221,34.841149
13038,21372,כהנמן/פוברסקי,כתובת:הרב כהנמן 67 בני ברק,32.084746,34.840063
13039,21373,רבי עקיבא/הרב כהנמן,כתובת:רבי עקיבא 147 בני ברק,32.085738,34.839166
13040,21374,רבי עקיבא/חזון אי''ש,כתובת:רבי עקיבא 131 בני ברק,32.085576,34.837085
13041,21375,רבי עקיבא / גן ורשה,כתובת:רבי עקיבא 89 בני ברק,32.086014,34.832090
13042,21376,חברת חשמל/דרך בגין,כתובת:דרך מנחם בגין 15 תל אביב יפו,32.062090,34.777765
13043,21377,רבי עקיבא/דרך ז'בוטינסקי,כתובת:רבי עקיבא 5 בני ברק,32.090652,34.825461
13044,21379,חוות הזרע / דרך לוד,כתובת:דרך לוד  חסר מעמד,32.043193,34.818106
13045,21381,מסוף רדינג,כתובת:  תל אביב יפו,32.098815,34.780493
13046,21382,חיבת ציון/הרא''ה,כתובת:חיבת ציון 44 רמת גן,32.079186,34.825085
13047,21383,בן גוריון,כתובת:דרך בן גוריון 133 רמת גן,32.079794,34.819890
13048,21384,חיבת ציון/הרא''ה,כתובת:חיבת ציון 45 רמת גן,32.079188,34.825054
13049,21385,מכון התקנים/חיים לבנון,כתובת:חיים לבנון 34 תל אביב יפו,32.108119,34.801395
13050,21387,חיים לבנון/ד''ר ג'ורג' וייז,כתובת:חיים לבנון 49 תל אביב יפו,32.110209,34.801583
13051,21388,האוניברסיטה/חיים לבנון,כתובת:חיים לבנון 67 תל אביב יפו,32.113965,34.801327
13052,21389,חיים לבנון/קלצ'קין,כתובת:חיים לבנון 83 תל אביב יפו,32.117795,34.801430
13053,21390, רכבת בני ברק/מבצע קדש,כתובת:מבצע קדש  רמת גן,32.103618,34.827693
13054,21394,חיים לבנון/קלצ'קין,כתובת:חיים לבנון 84 תל אביב יפו,32.119052,34.801817
13055,21397,אלנבי,כתובת:שדרות רוטשילד 34 תל אביב יפו,32.063488,34.773328
13056,21398,יגאל אלון/דרך השלום,כתובת:יגאל אלון 116 תל אביב יפו,32.073150,34.794931
13057,21399,יגאל אלון/עמק הברכה,כתובת:יגאל אלון  תל אביב יפו,32.076570,34.796259
13058,21400,יגאל אלון/עמק הברכה,כתובת:יגאל אלון 154 תל אביב יפו,32.077478,34.796755
13059,21401,יגאל אלון/ערבי נחל,כתובת:יגאל אלון 170 תל אביב יפו,32.078762,34.798249
13060,21402,יגאל אלון/ערבי נחל,כתובת:יגאל אלון 161 תל אביב יפו,32.078755,34.798111
13061,21403,יגאל אלון,כתובת:יגאל אלון 30 תל אביב יפו,32.055946,34.791806
13062,21406,סינרמה/יגאל אלון,כתובת:יגאל אלון 61 תל אביב יפו,32.064868,34.792326
13063,21407,יגאל אלון/ההגנה,כתובת:יגאל אלון 8 תל אביב יפו,32.054628,34.791653
13064,21412,יהודה הלוי/אלנבי,כתובת:יהודה הלוי 51 תל אביב יפו,32.062276,34.774260
13065,21413,יהודה הלוי/החשמונאים,כתובת:יהודה הלוי 131 תל אביב יפו,32.069284,34.780805
13066,21414,יהודה הלוי/נחמני,כתובת:יהודה הלוי 83 תל אביב יפו,32.064581,34.777253
13067,21415,דרך נמיר/יהודה המכבי,כתובת:דרך נמיר 124 תל אביב יפו,32.095021,34.794444
13068,21419,מלון-ר.אביב ד.נמיר,כתובת:דרך נמיר  תל אביב יפו,32.099954,34.793290
13069,21420,מלון-ר.אביב ד.נמיר,כתובת:דרך נמיר  תל אביב יפו,32.099871,34.793312
13070,21421,ביה''ס ניב/יצחק שדה,כתובת:יצחק שדה 72 תל אביב יפו,32.063931,34.796450
13071,21422,יצחק שדה/המסגר,כתובת:יצחק שדה 29 תל אביב יפו,32.065051,34.787990
13072,21423,חיים לבנון/רדינג,כתובת:חיים לבנון 1 תל אביב יפו,32.103304,34.795506
13073,21424,ביס.ויצו צרפת,כתובת:דרך נמיר  תל אביב יפו,32.129868,34.795750
13074,21425,מחלף גלילות/כביש 5,כתובת:יציאה לכביש 5  רמת השרון,32.140416,34.802385
13075,21426,דרך בגין/אלנבי,כתובת:דרך מנחם בגין 7 תל אביב יפו,32.060575,34.774898
13076,21427,רשפון-תחנת-שדור,כתובת:דרך תל אביב  כפר שמריהו,32.189298,34.816295
13077,21429,רשפון-תחנת-שדור,כתובת:יציאה להרצליה  הרצליה,32.190137,34.816551
13078,21433,פארק וולפסון/דרך הטייסים,כתובת:דרך הטייסים  תל אביב יפו,32.056449,34.807109
13079,21434,לה גוורדיה/יגאל אלון,כתובת:לה גווארדיה 32 תל אביב יפו,32.059248,34.791054
13080,21435,לה גווארדיה/הגיבור האלמוני,כתובת:לה גווארדיה 66 תל אביב יפו,32.059142,34.798078
13081,21436,דרך בר לב/אונטרמן,כתובת:דרך חיים ברלב 139 תל אביב יפו,32.046018,34.804012
13082,21437,דרך בר לב/שד' ששת הימים,כתובת:דרך חיים ברלב 197 תל אביב יפו,32.045158,34.808978
13083,21438,לה גוורדיה/שער הגיא,כתובת:לה גווארדיה 43 תל אביב יפו,32.059167,34.793780
13084,21445,אלנבי/לילינבלום,כתובת:אלנבי 128 תל אביב יפו,32.062179,34.773405
13085,21446,עירוני ה'/בן יהודה,כתובת:בן יהודה 256 תל אביב יפו,32.095055,34.775523
13086,21448,המעפילים/נורדאו,כתובת:המעפילים  כפר שמריהו,32.179717,34.817988
13087,21449,מבצע קדש/ראול ולנברג,כתובת:מבצע קדש  בני ברק,32.105152,34.827774
13088,21450,ת. רכבת בני ברק/מבצע קדש,כתובת:מבצע קדש  בני ברק,32.103512,34.827816
13089,21451,מגדל שלום/אחד העם,כתובת:אחד העם 22 תל אביב יפו,32.063684,34.770355
13090,21452,קניון איילון/מבצע קדש,כתובת:מבצע קדש  רמת גן,32.101250,34.827897
13091,21453,מגדל שלום/הרצל,כתובת:הרצל  תל אביב יפו,32.064021,34.769751
13092,21454,היכל נוקיה יד אליהו/יגאל אלון צ.,כתובת:יגאל אלון 55 תל אביב יפו,32.062877,34.792068
13093,21455,מגרשי הטניס/בכור שטרית,כתובת:בכור שלום שטרית 2 תל אביב יפו,32.106546,34.816409
13094,21456,שד. וייצמן/שד. הילד,כתובת:שדרות וייצמן  רמת השרון,32.147114,34.834157
13095,21457,היכל נוקיה יד אליהו/יגאל אלון,כתובת:יגאל אלון 58 תל אביב יפו,32.061472,34.792075
13096,21460,מוזיאון ארץ ישראל/חיים לבנון,כתובת:חיים לבנון 10 תל אביב יפו,32.103761,34.797104
13097,21461,איצטדיון הדר יוסף/בכור שטרית,כתובת:בכור שלום שטרית 35 תל אביב יפו,32.106179,34.822231
13098,21465,חוות זרע/דרך לוד,כתובת:דרך לוד  רמת גן,32.043785,34.816950
13099,21466,מרכז הספורט/בכור שטרית,כתובת:בכור שלום שטרית 25 תל אביב יפו,32.105941,34.819421
13100,21469,חיים לבנון/ד''ר ג'ורג' וייז,כתובת:חיים לבנון 50 תל אביב יפו,32.111061,34.801685
13101,21470,דרך ז'בוטינסקי/רש''י,כתובת:דרך זאב ז'בוטינסקי 125 רמת גן,32.089610,34.818485
13102,21471,מחלף הכפר הירוק,כתובת:  רמת השרון,32.133129,34.834897
13103,21472,קניון עזריאלי/דרך בגין,כתובת:דרך מנחם בגין  תל אביב יפו,32.074874,34.790842
13104,21477,בן גוריון/ שלישות,כתובת:דרך בן גוריון 71 בני ברק,32.085862,34.822346
13105,21478,הרב קוק/סמטת לוטם,כתובת:הרב קוק 7 רמת השרון,32.130867,34.849333
13106,21479,ת. דלק פז למד/2040,כתובת:2040  תל אביב יפו,32.128630,34.789321
13107,21480,שוקן/דרך קיבוץ גלויות,כתובת:שוקן 27 תל אביב יפו,32.051082,34.771821
13108,21481,העליה/מטלון,כתובת:העלייה 30 תל אביב יפו,32.058321,34.773360
13109,21482,הגדוד העברי/שד' הר ציון,כתובת:הגדוד העברי 33 תל אביב יפו,32.058884,34.778278
13110,21483,לוינסקי/העליה,כתובת:לוינסקי 58 תל אביב יפו,32.059099,34.774308
13111,21484,שד' רוטשילד/בלפור,כתובת:שדרות רוטשילד 86 תל אביב יפו,32.066164,34.777503
13112,21486,מסוף הטייסים,כתובת:דרך הטייסים 104 תל אביב יפו,32.049044,34.813852
13113,21487,יגאל אלון/דרך השלום,כתובת:יגאל אלון  תל אביב יפו,32.071537,34.794169
13114,21490,אלנבי/יהודה הלוי,כתובת:אלנבי 136 תל אביב יפו,32.061587,34.773593
13115,21491,בית הכנסת הגדול/אלנבי,כתובת:אלנבי 97 תל אביב יפו,32.064678,34.772502
13116,21496,דרך בן צבי/הרצל,כתובת:דרך בן צבי 62 תל אביב יפו,32.044557,34.768571
13117,21497,מכון הנפט/חיים לבנון,כתובת:חיים לבנון 25 תל אביב יפו,32.105705,34.800031
13118,21498,מכון התקנים/חיים לבנון,כתובת:חיים לבנון 39 תל אביב יפו,32.108598,34.801432
13119,21499,הגן הזואולוגי/הרצל,כתובת:הרצל 155 תל אביב יפו,32.048153,34.769088
13120,21500,ז'בוטינסקי/ מכון מור,כתובת:דרך זאב ז'בוטינסקי  בני ברק,32.091250,34.824493
13121,21501,סמינר הקיבוצים,כתובת:דרך נמיר 0 תל אביב יפו,32.101818,34.792850
13122,21502,דרך בגין/הגליל,כתובת:דרך מנחם בגין 32 תל אביב יפו,32.061843,34.777784
13123,21503,דרך ז'בוטינסקי/החשמונאים,כתובת:דרך זאב ז'בוטינסקי 43 רמת גן,32.084247,34.808655
13124,21508,מסוף האוניברסיטה,כתובת:  תל אביב יפו,32.117417,34.804051
13125,21510,תחנת רכבת מרכז,כתובת:  תל אביב יפו,32.082678,34.796397
13126,21513,האוניברסיטה/חיים לבנון,כתובת:חיים לבנון 61 תל אביב יפו,32.112658,34.801416
